0.0164786588542	0.214222526042	69
0.458206497396	0.998456731771	69
1.97524158333	0.43498659375	68
2.41637022135	0.201289283854	69
2.85759871094	0.605915182292	69
3.74614779948	0.140867539062	71
3.89320731771	0.287877122396	69
4.18707667969	0.110157317708	68
4.33987876302	0.435685664062	68
4.78175640625	0.176820976562	69
5.21624363281	1.56552230469	69
13.9257627422	0.287827192708	61
14.2135899349	0.103815533854	64
14.3723842578	0.189604414062	64
14.6660039453	0.184261328125	64
14.9611216797	0.0853894010417	64
15.1079315234	0.201738697917	64
15.4015512109	0.2936196875	64
15.6951708984	1.67333257813	66
18.6837998828	0.281635208333	61
18.9714273307	0.0921306640625	64
19.1302216536	0.190303502604	64
19.4193471484	0.182913085938	64
19.7129668359	0.0735047916667	64
19.8597766797	0.183662109375	64
20.1533963672	0.295117734375	64
20.4724830599	1.75672465104	61
22.8409153932	0.134825364583	61
22.9939172161	0.282933515625	59
23.2888352109	0.14680984375	57
23.4356450547	0.227005963542	59
23.7292647422	0.0928297526042	59
23.8762743255	0.202787330729	59
24.1771845599	0.07370453125	59
24.3239944036	0.233397682292	59
24.6116218516	0.202737395833	61
24.9127318255	0.330422018229	61
25.7890966953	0.207930677083	59
26.0887086224	0.0863381640625	59
26.2416105755	0.153251497396	59
26.5295376328	0.1044646875	59
26.676597151	0.472138450521	61
27.5527622813	0.194298398438	59
27.7590451589	0.263658489583	57
28.0406803672	0.104864166667	56
28.1874902109	0.429943098958	52
28.6234255495	0.177020716146	54
28.8066382448	0.257216835938	54
