0.214784580	65	0.859138321	0.8	New Point
1.244897959	62	0.160181405	0
1.420408163	63	0.161587301	0
1.632653061	62	0.161269841	0
1.853061224	60	0.549251700	0
2.775510204	63	0.160136054	0
2.955102040	65	0.160997732	0
3.212244897	67	0.355510204	0
3.591836734	65	0.161723356	0
3.783673469	63	0.355147392	0
4.228571428	62	0.353922902	0
4.579591836	63	0.936734693	0
5.915283446	63	0.161723356	0
6.106848072	65	0.161723356	0
6.333242630	67	0.355510204	0
6.710566893	68	0.354376417	0
7.116916099	67	0.352290249	0
7.488435374	65	0.355510204	0
7.912199546	63	0.741451247	0
8.655238095	60	0.161224489	0
8.968707482	58	0.355510204	0
9.438911564	58	1.322721088	0
11.377777777	65	0.160634920	0
11.609977324	65	0.355510204	0
12.016326530	63	0.549251700	0
12.625850340	72	0.741451247	0
13.328253968	62	0.788390022	0
14.129342403	70	0.741451247	0
14.907210884	63	1.516507936	0
18.000000000	72	0.741451247	0
18.775510204	62	0.742993197	0
19.575510204	70	0.741451247	0
20.318367346	63	1.511700680	0
23.412244897	72	0.736643990	0
24.163265306	62	0.738231292	0
24.955102040	70	0.736643990	0
25.714285714	63	1.506893424	0
28.424489795	60	0.160136054	0
28.816326530	65	0.930385487	0
29.591836734	67	0.736643990	0
57.795918367	65	1.122585034	0
58.930612244	60	0.179591836	0.8	New Point
59.159183673	62	0.160136054	0
