7.709024943	74	0.228888888	0
7.964444444	76	0.228956916	0
8.310521541	77	0.267891156	0
8.707482993	79	0.303424036	0
9.183492063	81	0.325079365	0
9.613061224	79	0.237732426	0
10.007800453	77	0.268684807	0
10.466394557	76	0.504195011	0
11.029478458	74	0.259659863	0
11.313922902	76	0.239750566	0
11.697052154	77	0.265963718	0
12.109206349	76	0.204557823	0
12.489002267	74	1.692426303	0
14.338321995	74	0.270907029	0
14.825941043	76	0.226326530	0
15.075555555	77	0.217823129	0
15.685079365	79	0.369297052	0
15.952108843	81	0.317346938	0
16.291541950	79	0.233310657	0
16.713922902	77	0.319546485	0
17.165351473	76	0.530748299	0
17.792290249	74	0.193492063	0
18.111564625	76	0.266485260	0
18.581768707	77	0.244353741	0
19.278367346	74	1.441247165	0
20.620408163	72	0.122448979	0.8	New Point
20.922448979	74	0.277528344	0
21.315895691	76	0.235510204	0
21.771428571	77	0.224467120	0
22.195918367	79	0.233310657	0
22.583038548	81	0.374444444	0
23.053061224	82	0.246575963	0
23.428367346	81	0.923809523	0
24.414104308	74	0.257641723	0
24.696054421	76	0.237732426	0
25.118435374	77	0.220045351	0
25.591836734	79	0.195714285	0
26.130612244	81	0.365986394	0
26.546938775	82	0.222290249	0
26.832653061	81	1.643401360	0
29.004081632	86	0.111678004	0
29.371428571	86	0.161065759	0
