11.737687074	66	0.071587301	0
11.871201814	66	0.064489795	0
12.027936507	66	0.066439909	0
12.178866213	66	0.464399092	0
12.811609977	66	0.078049886	0
13.032199546	66	0.335396825	0
13.426938775	68	0.247687074	0
13.812244897	70	0.091587301	0
14.016326530	71	0.968798185	0
15.155102040	63	0.078684807	0
15.302040816	63	0.410861678	0
15.877551020	64	0.245736961	0
16.265306122	66	0.091587301	0
16.510204081	66	0.247687074	0
16.771428571	64	0.345714285	0
17.179591836	64	0.244036281	0
17.518367346	63	0.095464852	0
17.787755102	61	0.601133786	0
18.400000000	61	0.330249433	0
18.795918367	59	0.308956916	0
19.016326530	63	0.780453514	0
19.794988662	61	0.138027210	0
19.958820861	59	0.294126984	0
20.289047619	61	1.269365079	0
23.167709750	66	0.067074829	0
23.312834467	66	0.046439909	0
23.472471655	66	0.402471655	0
23.973287981	66	0.098049886	0
24.415782312	66	0.377959183	0
24.685714285	68	0.243174603	0
24.953673469	70	0.112222222	0
25.257142857	71	0.964920634	0
26.430113378	63	0.081904761	0
26.572335600	63	0.443764172	0
27.074467120	64	0.371519274	0
27.482063492	66	0.211564625	0
27.832018140	66	0.299274376	0
28.154195011	64	0.098049886	0
28.360272108	64	0.231564625	0
28.789841269	63	0.252834467	0
29.088798185	61	0.681111111	0
